MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.895,49.0,3.7587719298245608,0.8596491228070176,694.0,3.043859649122807,33.99,-118.31,1.08
1.825,50.0,4.841463414634147,1.1073170731707318,1090.0,2.658536585365854,33.98,-118.31,1.0659999999999998
2.3977,52.0,5.32345013477089,1.0215633423180592,1043.0,2.811320754716981,33.98,-118.31,1.122
2.9432,52.0,4.949458483754513,1.1371841155234657,986.0,3.55956678700361,33.98,-118.3,0.94
3.0455,48.0,5.230366492146597,1.0732984293193717,1176.0,3.0785340314136125,33.98,-118.3,1.024
1.3479,42.0,3.907586206896552,1.0593103448275862,2542.0,3.5062068965517237,33.98,-118.29,1.0
1.4042,46.0,4.401574803149607,1.1811023622047243,786.0,3.094488188976378,33.98,-118.29,1.1
1.9564,39.0,3.945619335347432,1.042296072507553,1332.0,4.02416918429003,33.98,-118.28,0.922
1.2229999999999999,30.0,4.02076124567474,1.1003460207612457,1207.0,4.176470588235294,33.98,-118.29,1.0
1.7734,43.0,4.523809523809524,1.1428571428571428,2133.0,3.627551020408163,33.97,-118.29,1.073
2.6311,42.0,4.968421052631579,1.0526315789473684,567.0,2.9842105263157896,33.97,-118.3,1.2409999999999999
3.725,52.0,5.65625,0.9618055555555556,819.0,2.84375,33.97,-118.31,1.426
2.7401,41.0,5.412000000000001,1.1440000000000001,751.0,3.0039999999999996,33.94,-118.31,1.317
3.1346,50.0,5.869426751592357,1.038216560509554,892.0,2.8407643312101913,33.95,-118.3,1.2
3.2708,43.0,5.330409356725147,1.046783625730994,1065.0,3.1140350877192984,33.95,-118.31,1.31
4.0043,44.0,4.9303797468354436,1.0537974683544304,1095.0,3.4651898734177213,33.95,-118.31,1.335
3.0682,43.0,5.340101522842638,0.9974619289340102,1132.0,2.873096446700508,33.94,-118.31,1.42
3.5208,48.0,6.203557312252965,1.1600790513833992,1319.0,2.6067193675889326,33.97,-118.29,1.3419999999999999
2.8299,43.0,4.57630979498861,1.0068337129840548,1095.0,2.4943052391799543,33.96,-118.3,1.095
2.6518,39.0,5.296786389413988,1.1682419659735348,1524.0,2.8809073724007566,33.96,-118.3,1.3630000000000002
1.6156,34.0,4.035019455252918,1.093385214007782,1913.0,3.7217898832684826,33.96,-118.28,1.021
3.9722,47.0,5.7391304347826075,1.1331521739130437,1161.0,3.154891304347826,33.96,-118.3,1.1740000000000002
3.0625,52.0,6.108958837772398,1.1138014527845037,1167.0,2.8256658595641646,33.96,-118.31,1.274
4.4861,47.0,4.678466076696165,0.9498525073746312,1077.0,3.1769911504424777,33.96,-118.31,1.4040000000000001
1.5109,38.0,4.895622895622894,1.0875420875420876,1098.0,3.696969696969697,33.99,-118.28,1.04
1.8047,41.0,3.8588235294117648,0.9529411764705882,730.0,4.294117647058823,33.99,-118.27,1.018
1.575,43.0,3.987138263665595,1.0032154340836013,1100.0,3.536977491961415,33.98,-118.28,0.975
1.3801,39.0,3.617543859649123,1.0315789473684212,1933.0,3.3912280701754387,33.98,-118.27,0.97
2.125,44.0,4.294264339152121,1.139650872817955,2177.0,5.4289276807980045,33.98,-118.27,0.925
1.6027,38.0,3.6452905811623246,0.995991983967936,2110.0,4.228456913827655,33.97,-118.28,0.973
1.0208,38.0,3.345890410958904,1.0102739726027397,1073.0,3.6746575342465753,33.96,-118.27,0.8640000000000001
2.037,42.0,4.497175141242939,1.1468926553672316,697.0,3.9378531073446332,33.96,-118.27,0.9259999999999999
1.9348,37.0,4.053691275167785,1.1185682326621924,1640.0,3.668903803131991,33.96,-118.28,0.991
1.5303,40.0,4.949664429530201,1.1644295302013423,1222.0,4.100671140939597,33.96,-118.26,0.953
1.5812,39.0,3.837920489296636,0.9877675840978594,902.0,2.7584097859327215,33.96,-118.26,0.94
1.6467,34.0,4.078431372549018,1.0823529411764703,1083.0,4.247058823529412,33.96,-118.27,0.909
1.2969,44.0,4.398255813953488,1.0726744186046508,1088.0,3.1627906976744184,33.95,-118.26,0.9440000000000001
1.7167,39.0,4.271468144044321,1.0387811634349031,1256.0,3.4792243767313016,33.96,-118.26,1.0
1.5313,23.0,3.305,1.018333333333333,2048.0,3.4133333333333336,33.96,-118.28,0.914
2.0917,35.0,4.284403669724772,1.107033639143731,1357.0,4.149847094801223,33.95,-118.29,0.993
1.6029,32.0,3.4663461538461537,0.9855769230769232,842.0,4.048076923076923,33.95,-118.29,0.897
1.5294,39.0,3.6512261580381473,1.1144414168937329,1463.0,3.986376021798365,33.96,-118.29,1.114
1.9655,40.0,4.478468899521531,1.1084529505582137,2357.0,3.7591706539074963,33.95,-118.29,1.023
1.9702,39.0,4.138686131386861,1.0413625304136254,1468.0,3.5717761557177616,33.95,-118.29,0.932
2.7917,43.0,4.765873015873017,1.1587301587301588,840.0,3.333333333333333,33.94,-118.28,1.056
2.3352,34.0,3.4571428571428573,0.8825396825396825,995.0,3.1587301587301586,33.94,-118.29,1.077
1.8814,43.0,3.866220735785953,0.9732441471571908,1074.0,3.5919732441471566,33.95,-118.27,0.9490000000000001
1.5268,30.0,3.855555555555556,1.0185185185185186,877.0,3.248148148148148,33.94,-118.27,0.9159999999999999
1.4103,41.0,4.348958333333333,1.0833333333333333,707.0,3.6822916666666665,33.95,-118.28,0.862
2.2946,34.0,4.1617161716171625,1.0396039603960396,1027.0,3.389438943894389,33.95,-118.27,0.888
2.3056,29.0,4.903726708074534,1.090062111801242,1056.0,3.279503105590062,33.95,-118.27,0.985
1.5147,44.0,4.701587301587302,1.0444444444444445,999.0,3.1714285714285717,33.95,-118.26,0.946
1.6887,44.0,4.465587044534413,1.0728744939271255,760.0,3.0769230769230766,33.94,-118.26,0.996
1.6333,37.0,3.6703296703296697,0.989010989010989,1092.0,4.0,33.94,-118.25,0.945
1.4917,35.0,3.847290640394089,0.9926108374384236,1587.0,3.908866995073892,33.93,-118.26,0.932
2.6458,41.0,4.7107438016528915,1.115702479338843,466.0,3.851239669421488,33.93,-118.27,0.9129999999999999
1.6645,37.0,5.466292134831461,1.2415730337078652,842.0,4.7303370786516865,33.94,-118.27,0.9490000000000001
1.8191,36.0,4.227665706051873,1.0634005763688759,1247.0,3.5936599423631126,33.93,-118.27,0.927
1.5256,36.0,4.897777777777779,1.0977777777777775,702.0,3.12,33.93,-118.26,0.9540000000000001
1.1326,42.0,4.890784982935153,1.006825938566553,775.0,2.6450511945392488,33.93,-118.26,1.048
2.5,42.0,4.977272727272728,1.1136363636363635,526.0,3.984848484848485,33.93,-118.25,1.102
1.7986,40.0,4.219607843137255,0.9568627450980391,705.0,2.764705882352941,33.92,-118.26,0.9890000000000001
1.449,30.0,4.87292817679558,1.0966850828729282,1406.0,3.883977900552486,33.94,-118.27,0.9309999999999999
1.1468,39.0,4.123015873015873,1.113095238095238,1901.0,3.7718253968253967,33.94,-118.27,0.9690000000000001
1.1051,32.0,3.901129943502825,1.0593220338983051,1268.0,3.5819209039548023,33.94,-118.28,0.9420000000000001
0.8952,9.0,4.0,1.1403508771929824,438.0,3.842105263157895,33.94,-118.28,0.813
2.5179,42.0,4.424242424242424,1.0722610722610724,1503.0,3.5034965034965038,33.93,-118.28,0.9740000000000001
3.3836,43.0,5.7414772727272725,1.0767045454545454,1051.0,2.9857954545454546,33.93,-118.29,1.2990000000000002
2.0313,41.0,4.141592920353983,1.1371681415929205,913.0,4.039823008849559,33.93,-118.28,1.226
2.875,40.0,4.468822170900694,1.0646651270207852,1616.0,3.7321016166281753,33.92,-118.29,1.202
1.2098,38.0,4.410638297872341,1.0638297872340423,1657.0,3.5255319148936164,33.93,-118.27,0.884
1.5114,39.0,4.59927797833935,1.0180505415162455,975.0,3.51985559566787,33.92,-118.28,0.904
0.4999,52.0,2.6,0.7333333333333333,74.0,1.6444444444444444,33.93,-118.28,0.9059999999999999
2.3333,44.0,4.689102564102563,1.0,940.0,3.0128205128205128,33.94,-118.25,0.998
1.35,40.0,4.171328671328673,0.9790209790209792,1210.0,4.230769230769232,33.95,-118.24,0.895
1.4792,37.0,4.4149659863945585,1.0,653.0,4.442176870748299,33.95,-118.24,0.975
1.1384,25.0,3.4727272727272727,0.9090909090909092,801.0,3.640909090909091,33.95,-118.25,1.0
0.9889,40.0,3.611111111111111,1.0,1068.0,3.955555555555556,33.93,-118.25,0.875
0.9298,36.0,3.67616191904048,1.1004497751124438,2664.0,3.9940029985007497,33.93,-118.25,1.0
2.0,37.0,3.72961373390558,1.034334763948498,1040.0,4.4635193133047215,33.94,-118.24,0.8420000000000001
1.5132,37.0,4.141129032258065,1.0403225806451613,824.0,3.3225806451612905,33.93,-118.24,0.863
1.7212,39.0,4.584905660377358,1.030188679245283,1211.0,4.569811320754717,33.94,-118.24,0.955
2.0187,39.0,4.8760683760683765,1.1025641025641026,1313.0,5.611111111111112,33.94,-118.23,0.9009999999999999
2.3333,36.0,3.6754966887417218,1.0165562913907285,1417.0,4.69205298013245,33.94,-118.23,0.9209999999999999
1.3,36.0,4.245762711864407,1.0423728813559323,487.0,4.127118644067797,33.93,-118.23,0.87
0.8478,39.0,3.8598130841121496,0.9943925233644859,2015.0,3.766355140186916,33.93,-118.23,1.0490000000000002
8.2816,29.0,6.715625,1.0541666666666667,2184.0,2.275,34.12,-118.39,5.00001
12.3767,27.0,7.737037037037037,1.1222222222222222,654.0,2.4222222222222216,34.12,-118.42,5.00001
7.9835,27.0,8.187817258883248,1.0152284263959392,497.0,2.5228426395939088,34.09,-118.43,5.00001
11.8442,31.0,8.385678391959798,1.0577889447236182,2092.0,2.628140703517588,34.1,-118.45,5.00001
7.8426,35.0,6.708677685950414,1.084710743801653,1065.0,2.200413223140496,34.08,-118.46,5.00001
11.1978,32.0,7.270343580470163,1.0316455696202531,2768.0,2.5027124773960217,34.1,-118.47,5.00001
13.2935,27.0,7.607142857142858,1.012672811059908,2336.0,2.6912442396313363,34.11,-118.49,5.00001
8.5153,40.0,6.407265774378585,0.9254302103250478,1564.0,2.9904397705544934,34.07,-118.48,5.00001
13.5728,36.0,8.321022727272727,1.0397727272727273,1054.0,2.9943181818181817,34.07,-118.49,5.00001
15.0,39.0,9.29375,1.01875,414.0,2.5875,34.05,-118.5,5.00001
8.565,33.0,6.442965779467682,1.038022813688213,2540.0,2.414448669201521,34.05,-118.54,5.00001
8.2934,34.0,7.006688963210702,1.1471571906354514,662.0,2.2140468227424748,34.03,-118.56,5.00001
11.4233,21.0,7.138783269961977,0.9980988593155894,1493.0,2.8384030418250954,34.06,-118.54,5.00001
6.0307,35.0,5.263921113689094,1.0777262180974478,3646.0,2.114849187935034,34.03,-118.55,5.00001
10.8082,42.0,7.41044776119403,0.9701492537313432,368.0,2.7462686567164183,34.04,-118.52,5.00001
13.6842,43.0,8.46484375,0.9921875,761.0,2.97265625,34.04,-118.52,5.00001
15.0001,36.0,7.549090909090909,0.9854545454545456,1461.0,2.6563636363636363,34.05,-118.5,5.00001
9.4664,45.0,7.593984962406014,1.0852130325814535,916.0,2.2957393483709274,34.06,-118.47,5.00001
9.5221,48.0,7.021317829457363,1.0232558139534884,1282.0,2.484496124031008,34.05,-118.48,5.00001
4.801,26.0,3.9812348668280872,1.0829297820823245,2937.0,1.7778450363196123,34.06,-118.47,5.00001
4.2554,20.0,3.778085991678225,1.0624133148404993,2202.0,1.5270457697642164,34.06,-118.46,5.00001
4.6197,21.0,3.7019328585961344,1.0193285859613428,1489.0,1.5147507629704984,34.05,-118.46,3.875
4.7009,22.0,4.6520963425512925,1.064228367528992,2048.0,1.826940231935772,34.05,-118.47,5.00001
4.175,27.0,4.5748440748440755,1.0738045738045738,1725.0,1.793139293139293,34.05,-118.47,5.00001
7.0285,45.0,6.440191387559809,1.0239234449760766,415.0,1.985645933014354,34.05,-118.49,5.00001
7.7382,38.0,5.482293423271501,1.1062394603709949,1251.0,2.109612141652614,34.07,-118.43,5.00001
2.2444,20.0,2.9770114942528734,1.1175950486295314,2667.0,2.3580901856763927,34.06,-118.45,5.0
14.2867,49.0,7.60377358490566,0.9465408805031448,850.0,2.672955974842768,34.07,-118.46,5.00001
4.7109,32.0,4.508393285371703,1.0431654676258992,798.0,1.9136690647482013,34.05,-118.44,5.0
5.7097,15.0,4.357142857142857,1.0649350649350648,2269.0,1.8417207792207797,34.05,-118.44,3.167
7.2675,11.0,6.876889848812095,1.3844492440604752,911.0,1.9676025917926565,34.06,-118.43,5.00001
6.2389,13.0,5.988847583643122,1.3866171003717471,1649.0,2.0433705080545232,34.06,-118.44,5.00001
7.4219,31.0,4.806569343065694,1.0364963503649636,523.0,1.9087591240875912,34.06,-118.43,5.00001
4.8304,38.0,5.216648879402348,1.2017075773745998,1698.0,1.8121664887940236,34.05,-118.42,5.00001
3.9673,24.0,4.291153415453527,1.0627099664053752,1613.0,1.8062709966405373,34.05,-118.43,4.773
4.8618,22.0,5.018963337547408,1.1011378002528445,1588.0,2.0075853350189634,34.05,-118.44,5.00001
3.6673,22.0,3.5308510638297874,1.1117021276595744,1848.0,1.9659574468085104,34.04,-118.45,2.833
2.6509,25.0,3.7429501084598704,1.1594360086767896,3136.0,1.7006507592190891,34.05,-118.46,4.1
3.7549,23.0,3.3681183237469186,1.0575184880854558,2103.0,1.7280197206244865,34.05,-118.45,2.75
3.1235,17.0,3.6002638522427435,1.183377308707124,1404.0,1.8522427440633245,34.04,-118.46,4.208
3.287,31.0,3.894502228826152,1.050520059435364,1632.0,2.4249628528974743,34.04,-118.46,3.4810000000000003
2.6528,45.0,4.154285714285714,0.96,520.0,2.9714285714285715,34.03,-118.45,3.0
3.7813,39.0,4.564738292011018,1.1074380165289257,931.0,2.564738292011019,34.03,-118.45,3.363
0.536,16.0,4.5,1.5,3.0,0.75,34.04,-118.44,3.5
3.0714,31.0,4.2313787638668785,1.0491283676703644,1535.0,2.4326465927099843,34.04,-118.44,3.478
4.925,46.0,5.523809523809524,1.010989010989011,639.0,2.340659340659341,34.04,-118.42,4.098
4.5833,42.0,5.2810077519379846,1.1027131782945736,1115.0,2.1608527131782944,34.04,-118.43,4.275
9.272,40.0,7.372340425531916,0.950354609929078,720.0,2.5531914893617023,34.04,-118.4,5.00001
12.8483,42.0,6.8315789473684205,0.9157894736842104,420.0,2.2105263157894743,34.04,-118.4,5.00001
3.7277,33.0,4.765840220385675,1.0633608815426998,994.0,2.738292011019284,34.03,-118.41,5.00001
8.0239,49.0,5.669811320754717,0.8962264150943396,228.0,2.150943396226415,34.04,-118.41,5.00001
5.222,42.0,5.8474576271186445,1.0527306967984935,1253.0,2.35969868173258,34.05,-118.39,5.00001
3.6953,34.0,4.891203703703703,1.0625,859.0,1.9884259259259256,34.05,-118.4,5.00001
4.0153,25.0,4.276595744680851,1.0653495440729484,1139.0,1.7310030395136775,34.05,-118.39,4.6
5.1637,36.0,5.291161178509532,1.10051993067591,1234.0,2.1386481802426345,34.03,-118.41,5.00001
6.626,51.0,5.5322128851540615,0.9747899159663864,771.0,2.1596638655462184,34.04,-118.42,5.00001
5.6454,52.0,5.086142322097379,1.0187265917602997,574.0,2.149812734082397,34.04,-118.42,5.00001
7.3028,45.0,6.849180327868853,1.0229508196721309,834.0,2.734426229508197,34.04,-118.39,5.00001
5.5951,44.0,6.618374558303888,1.010600706713781,635.0,2.243816254416961,34.04,-118.39,4.613
8.5938,43.0,7.559686888454013,1.050880626223092,1398.0,2.7358121330724066,34.04,-118.4,5.00001
10.4519,43.0,6.899328859060402,0.9731543624161074,394.0,2.6442953020134228,34.05,-118.4,5.00001
6.6368,42.0,7.191176470588236,0.9950980392156864,577.0,2.82843137254902,34.05,-118.39,5.00001
2.0437,36.0,3.9643799472295513,1.0171503957783639,2054.0,2.7097625329815305,34.04,-118.38,3.091
3.4063,39.0,4.726943942133817,1.0289330922242317,1665.0,3.0108499095840866,34.04,-118.38,2.716
4.7386,52.0,5.162629757785467,0.9584775086505192,666.0,2.3044982698961936,34.04,-118.39,3.404
3.2228,28.0,3.58004158004158,1.1143451143451144,1161.0,2.4137214137214142,34.03,-118.39,2.325
3.0574,25.0,3.7658643326039383,1.148796498905908,1890.0,2.0678336980306344,34.03,-118.39,3.194
6.5669,43.0,5.055276381909548,1.0100502512562817,520.0,2.613065326633166,34.03,-118.4,3.728
2.8418,26.0,3.5008,1.1152,2435.0,1.9480000000000002,34.03,-118.41,3.273
2.4135,27.0,2.258771929824561,0.8815789473684209,397.0,1.7412280701754386,34.02,-118.4,1.844
3.1642,24.0,3.2353966870095903,1.0392327811682651,1764.0,1.5379250217959894,34.03,-118.41,3.667
2.9344,36.0,3.9867172675521823,1.079696394686907,1756.0,3.3320683111954463,34.03,-118.38,2.221
2.767,42.0,4.735602094240837,1.1099476439790577,1094.0,2.863874345549738,34.04,-118.37,1.43
2.6402,43.0,3.7073170731707314,1.0365853658536586,705.0,2.865853658536585,34.03,-118.38,1.857
2.25,25.0,4.137404580152672,1.2290076335877862,442.0,3.3740458015267176,34.04,-118.37,3.333
4.0781,43.0,5.051724137931036,0.9586206896551724,727.0,2.5068965517241377,34.04,-118.37,2.8939999999999997
5.0866,45.0,5.710407239819005,1.0090497737556559,637.0,2.8823529411764706,34.03,-118.42,4.273
3.3542,44.0,5.7215189873417724,1.1139240506329111,358.0,2.2658227848101267,34.03,-118.42,3.4419999999999997
3.2396,25.0,3.501700680272109,1.120748299319728,1349.0,2.29421768707483,34.03,-118.44,3.5239999999999996
3.6467,36.0,4.409090909090909,1.1022727272727273,867.0,2.4630681818181817,34.03,-118.43,3.467
3.625,37.0,5.325892857142857,0.9151785714285714,488.0,2.1785714285714284,34.03,-118.44,3.576
4.2434,37.0,4.826732673267327,0.9356435643564356,489.0,2.4207920792079207,34.03,-118.44,3.31
3.125,30.0,3.7919708029197077,1.1058394160583942,606.0,2.2116788321167884,34.03,-118.44,3.438
3.3482,41.0,4.078947368421051,1.0526315789473684,711.0,2.338815789473684,34.03,-118.45,3.181
5.8666,37.0,5.824561403508773,1.0964912280701755,626.0,2.745614035087719,34.01,-118.45,4.401
6.2917,39.0,5.312803889789303,1.0243111831442464,1321.0,2.1410048622366293,34.02,-118.44,4.657
3.9091,38.0,5.902173913043479,1.1875,830.0,2.255434782608696,34.02,-118.43,5.00001
8.1631,42.0,6.31404958677686,1.008264462809917,634.0,2.6198347107438016,34.02,-118.43,5.00001
4.3906,41.0,4.675097276264592,1.0038910505836576,1001.0,1.9474708171206223,34.02,-118.43,5.00001
4.5278,44.0,4.032051282051282,0.8397435897435898,326.0,2.08974358974359,34.03,-118.42,3.7430000000000003
3.6019,20.0,3.691139240506329,1.1063291139240503,2165.0,1.8270042194092824,34.03,-118.41,4.636
4.9676,34.0,5.4309927360774815,1.0750605326876512,973.0,2.3559322033898304,34.02,-118.42,4.141
3.1941,28.0,4.762406015037594,1.1082706766917294,1248.0,1.8766917293233083,34.02,-118.42,3.947
3.3462,34.0,3.9502762430939216,0.9861878453038674,805.0,2.223756906077348,34.02,-118.41,3.07
3.3955,19.0,3.524737631184408,1.1034482758620692,2636.0,1.9760119940029983,34.02,-118.41,2.25
3.0833,27.0,3.5584,0.9888,1594.0,2.5504,34.02,-118.41,3.155
3.5667,32.0,4.180064308681672,1.1446945337620578,703.0,2.260450160771704,34.01,-118.42,3.94
6.0804,42.0,5.244274809160307,1.0076335877862594,907.0,2.307888040712468,34.01,-118.44,4.2
2.5989999999999998,44.0,4.287390029325513,0.9912023460410556,821.0,2.407624633431085,34.0,-118.44,3.622
3.875,40.0,4.138263665594855,1.112540192926045,806.0,2.5916398713826365,34.0,-118.44,3.213
3.1579,22.0,3.673186119873817,1.0769716088328076,3335.0,2.1041009463722395,34.0,-118.44,2.431
3.0989999999999998,42.0,4.403314917127072,1.0193370165745856,952.0,2.6298342541436464,34.01,-118.42,3.3539999999999996
3.6611,29.0,4.44543429844098,1.089086859688196,960.0,2.138084632516704,34.01,-118.42,3.4419999999999997
3.9798,31.0,4.7073170731707314,1.1121951219512196,1002.0,2.44390243902439,34.0,-118.42,4.586
2.7058,28.0,3.376308539944904,1.081542699724518,3586.0,1.975757575757576,34.0,-118.43,3.109
5.6428,43.0,4.980582524271845,0.9514563106796116,266.0,2.5825242718446604,34.01,-118.46,3.431
5.1664,37.0,4.6190476190476195,0.988095238095238,248.0,2.952380952380953,34.0,-118.46,3.267
2.2880000000000003,41.0,4.340782122905028,1.1843575418994414,1839.0,3.4245810055865924,34.0,-118.47,2.635
2.8417,34.0,3.564638783269962,0.9524714828897338,1491.0,2.834600760456274,33.99,-118.47,3.214
2.6042,37.0,3.5088195386702847,1.037991858887381,1801.0,2.443690637720489,34.0,-118.47,3.0580000000000003
2.0714,31.0,3.975757575757576,1.1393939393939394,1178.0,3.56969696969697,33.99,-118.47,3.0
2.5938,41.0,4.2444444444444445,1.148148148148148,833.0,3.085185185185185,33.99,-118.47,2.85
2.1471,33.0,4.313131313131313,1.1868686868686869,645.0,3.2575757575757582,33.99,-118.47,2.3930000000000002
2.5523,46.0,3.7610169491525434,1.1627118644067798,1107.0,1.8762711864406783,33.99,-118.48,3.875
2.975,24.0,3.4567307692307687,1.0913461538461535,665.0,1.5985576923076923,33.99,-118.47,5.00001
2.2643,52.0,2.2651757188498403,1.0511182108626198,388.0,1.2396166134185302,33.97,-118.5,3.5
4.1861,52.0,4.1735537190082646,1.008264462809917,573.0,2.3677685950413223,33.99,-118.45,3.6319999999999997
4.0598,44.0,4.3828125,1.12109375,531.0,2.07421875,33.99,-118.46,3.359
4.45,46.0,5.320359281437126,1.083832335329341,896.0,2.682634730538922,34.0,-118.45,3.483
4.575,48.0,4.441108545034641,0.9422632794457276,1142.0,2.6374133949191685,34.0,-118.45,3.267
2.9722,33.0,4.38288920056101,1.1009817671809257,1720.0,2.4123422159887795,33.99,-118.45,3.25
3.1992,41.0,3.3022388059701493,1.0634328358208955,562.0,2.0970149253731343,33.99,-118.46,3.0380000000000003
4.0156,35.0,4.581132075471698,1.1320754716981132,478.0,1.8037735849056604,33.99,-118.46,5.00001
4.5673,45.0,4.287878787878788,1.018939393939394,654.0,2.477272727272727,33.99,-118.45,3.431
6.0672,26.0,5.172506738544475,1.091644204851752,953.0,2.568733153638814,33.99,-118.45,4.208
3.8068,19.0,3.800904977375565,1.0950226244343892,964.0,1.4539969834087478,33.98,-118.46,5.00001
6.1726,18.0,4.707938092860709,1.234648027958063,3408.0,1.7014478282576135,33.97,-118.46,5.00001
10.0,19.0,5.505592841163311,1.1655480984340043,777.0,1.738255033557047,33.97,-118.46,5.00001
12.0088,16.0,6.006711409395972,1.2147651006711409,237.0,1.5906040268456376,33.96,-118.48,5.00001
5.8083,10.0,5.6940298507462686,1.2649253731343284,705.0,2.630597014925373,34.0,-118.4,3.218
2.8393,35.0,4.30188679245283,1.0125786163522013,381.0,2.39622641509434,34.0,-118.41,2.72
4.3281,35.0,4.823655913978494,1.064516129032258,1135.0,2.4408602150537635,33.99,-118.43,3.24
4.0189,43.0,5.036511156186614,1.1115618661257607,1212.0,2.4584178498985803,33.99,-118.43,3.029
4.4228,23.0,4.514239218877137,1.0130187144019531,2847.0,2.3165174938974777,33.99,-118.42,3.6689999999999996
4.875,42.0,4.728280961182994,1.0314232902033271,1328.0,2.454713493530499,33.99,-118.43,3.013
4.3333,43.0,4.726072607260726,1.0165016501650166,782.0,2.5808580858085812,33.99,-118.44,3.0389999999999997
4.0893,38.0,3.8144329896907214,0.8814432989690721,599.0,3.0876288659793816,33.99,-118.42,2.489
2.7153,35.0,3.45928338762215,0.9934853420195441,1026.0,3.342019543973941,34.0,-118.41,2.655
3.6538,36.0,5.065116279069766,1.088372093023256,632.0,2.9395348837209303,33.99,-118.41,2.761
2.825,39.0,4.530898876404494,1.0674157303370786,1113.0,3.1264044943820224,33.99,-118.4,2.767
7.4897,43.0,6.255760368663593,1.0552995391705071,1151.0,2.652073732718894,33.97,-118.38,3.6260000000000003
6.235,44.0,5.92972972972973,1.0054054054054054,513.0,2.772972972972973,33.97,-118.39,3.614
5.8143,45.0,5.174904942965781,0.9581749049429658,581.0,2.209125475285171,33.96,-118.39,3.407
4.3438,39.0,4.1506849315068495,0.9452054794520548,131.0,1.7945205479452055,33.98,-118.37,3.318
5.5941,44.0,6.383333333333334,1.0777777777777775,849.0,2.3583333333333334,33.97,-118.41,3.635
6.2022,43.0,6.310344827586207,0.9655172413793104,581.0,2.5043103448275863,33.97,-118.41,3.659
4.9375,44.0,6.168776371308018,1.0126582278481011,562.0,2.3713080168776366,33.97,-118.42,3.6519999999999997
5.617999999999999,44.0,6.133971291866028,1.0334928229665072,494.0,2.363636363636364,33.96,-118.42,3.659
6.1985,38.0,6.773006134969325,1.3251533742331287,415.0,2.5460122699386503,33.96,-118.43,4.22
5.6435,33.0,6.2617449664429525,1.0984340044742729,978.0,2.1879194630872485,33.96,-118.44,5.00001
5.6169,35.0,5.308139534883721,0.936046511627907,451.0,2.622093023255814,33.97,-118.4,4.112
5.611000000000001,36.0,5.727891156462585,1.0249433106575965,996.0,2.258503401360544,33.98,-118.4,4.566
4.6364,37.0,5.636363636363638,1.0247933884297522,494.0,2.041322314049587,33.97,-118.4,4.563
3.2708,35.0,3.5423913043478263,1.0510869565217391,2003.0,2.1771739130434784,33.95,-118.38,4.0
2.5833,29.0,3.481835564053537,1.124282982791587,1397.0,2.6711281070745696,33.95,-118.38,1.875
3.111,5.0,4.44125159642401,1.3167305236270754,3591.0,2.2931034482758617,33.95,-118.37,2.476
4.1471,32.0,4.702702702702703,0.9864864864864864,567.0,2.5540540540540544,33.96,-118.41,2.844
4.7375,45.0,5.2661498708010335,1.0180878552971575,1086.0,2.8062015503875966,33.94,-118.41,2.8960000000000004
5.723,24.0,4.846635367762128,1.2378716744913931,1075.0,1.682316118935837,33.96,-118.45,5.00001
6.2551,37.0,6.348623853211008,1.0152905198776758,771.0,2.3577981651376145,33.95,-118.44,5.00001
2.1875,37.0,4.932773109243698,1.145658263305322,1309.0,3.6666666666666665,33.92,-118.28,1.7590000000000001
4.4636,42.0,3.6580459770114944,0.8879310344827587,1203.0,3.4568965517241383,33.9,-118.29,1.62
3.8372,41.0,5.2659574468085095,1.1319148936170214,1416.0,3.0127659574468084,33.91,-118.29,1.564
2.4741,31.0,3.4148397976391234,1.042158516020236,2231.0,3.762225969645869,33.91,-118.29,1.5119999999999998
2.6618,19.0,4.666666666666667,1.1421319796954317,2047.0,3.4636209813874785,33.88,-118.28,1.797
2.9063,27.0,3.7992700729927007,1.1167883211678833,2009.0,3.666058394160584,33.88,-118.29,1.841
4.9792,35.0,4.905844155844156,0.8896103896103896,853.0,2.76948051948052,33.86,-118.3,2.513
1.9049,10.0,3.689655172413793,1.1140583554376655,1378.0,3.655172413793104,33.85,-118.29,2.222
4.9196,37.0,4.866666666666666,0.8862745098039215,621.0,2.4352941176470586,33.84,-118.3,2.324
2.3942,38.0,3.075,0.9,142.0,3.55,33.85,-118.3,2.0
3.1851,31.0,4.357605177993528,1.06957928802589,1598.0,2.585760517799353,33.83,-118.3,2.4019999999999997
5.322,17.0,5.3410404624277446,1.0289017341040465,3008.0,2.8978805394990372,33.81,-118.3,2.827
5.3106,27.0,5.375722543352602,0.9884393063583816,1498.0,2.886319845857418,33.8,-118.3,2.6830000000000003
2.9154,9.0,3.719251336898396,1.181818181818182,1790.0,2.393048128342246,33.79,-118.3,2.033
4.6207,35.0,4.955684007707129,0.9710982658959536,1172.0,2.258188824662813,33.78,-118.3,3.0410000000000004
3.35,36.0,4.285353535353536,0.9949494949494948,1274.0,3.2171717171717167,33.8,-118.25,1.631
5.5,30.0,6.004651162790698,1.069767441860465,835.0,3.8837209302325584,33.79,-118.26,1.815
2.375,32.0,3.256756756756757,0.9189189189189191,1799.0,4.8621621621621625,33.79,-118.25,1.28
